Source;Word;Lemma_spacy;Article;Forms;Wortart;Genus;URL;nur_im_Plural;Case_spacy;Number_spacy;Degree_spacy;PronType_spacy;VerbForm_spacy;BUCHMEIER_rank;BUCHMEIER_freq;LEEDS_rank;LEEDS_freq;LEIPZIG_rank;HERMIT_rank;HERMIT_freq
BUCHMEIER,HERMIT;Albträume;Albtraum;;;Substantiv;mask.;;;Nom;Plur;;;;9597.0;137.0;;;;8662.0;846.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Album;album;;;Substantiv;neut.;;;Nom;Sing;;;;6657.0;222.0;2463.0;29.29;7964.0;7994.0;944.0
BUCHMEIER,HERMIT;Alex;Alex;;;Substantiv;mask.;;;Nom;Sing;;;;1314.0;1736.0;;;;1054.0;11988.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Alexander;Alexander;;;Substantiv;mask.;;;Nom;Sing;;;;6510.0;229.0;2614.0;27.21;2255.0;3872.0;2399.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Alfred;Alfred;;;Substantiv;mask.;;;Nom;Sing;;;;5768.0;268.0;3897.0;16.3;3271.0;4124.0;2218.0
BUCHMEIER,HERMIT,LEIPZIG;Ali;Ali;;;Substantiv;mask.;;;Nom;Sing;;;;5060.0;321.0;;;4836.0;3491.0;2727.0
BUCHMEIER,HERMIT;Alibi;Alibi;;;Substantiv;neut.;;;Nom;Sing;;;;7096.0;204.0;;;;3985.0;2310.0
BUCHMEIER,HERMIT;Alice;Alice;;;Substantiv;;;;;;;;;3515.0;519.0;;;;2002.0;5480.0
BUCHMEIER,HERMIT;Alien;Alien;;;Substantiv;neut.;;;Nom;Sing;;;;8054.0;172.0;;;;7775.0;979.0
BUCHMEIER,HERMIT;Aliens;Alien;;;Substantiv;neut.;;;Gen;Sing;;;;6610.0;224.0;;;;5414.0;1554.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Alkohol;Alkohol;der;;Substantiv;mask.;https://www.dwds.de/wb/Alkohol;0.0;Nom;Sing;;;;2744.0;706.0;2864.0;24.19;3974.0;2190.0;4903.0
BUCHMEIER,HERMIT;Alkoholiker;Alkoholiker;;;Substantiv;mask.;;;Nom;Sing;;;;8158.0;169.0;;;;8451.0;876.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;all;all;;;Artikel;;https://www.dwds.de/wb/all;0.0;;;;Ind;;499.0;5892.0;468.0;153.93;1069.0;384.0;43808.0
BUCHMEIER,HERMIT;Allah;Allah;;;Substantiv;neut.;;;Nom;Sing;;;;6422.0;233.0;;;;6016.0;1367.0
BUCHMEIER,HERMIT;Allan;Allan;;;Substantiv;mask.;;;Nom;Sing;;;;6573.0;226.0;;;;9771.0;722.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;alle;aller;;;Pronomen;;https://www.dwds.de/wb/alle#2;0.0;Nom;Plur;;Ind;;120.0;30011.0;35.0;2677.23;103.0;100.0;224850.0
A1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;allein;allein;;;Adverb;;https://www.dwds.de/wb/allein;0.0;;;;;;406.0;7287.0;309.0;230.03;335.0;316.0;53720.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;alleine;alleine;;;Adverb;;https://www.dwds.de/wb/alleine;0.0;;;;;;726.0;3781.0;1462.0;51.94;3154.0;696.0;20359.0
BUCHMEIER,HERMIT,LEIPZIG;allem;alle;;;Pronomen;neut.;;;Dat;Sing;;Ind;;813.0;3157.0;;;2170.0;647.0;22790.0
BUCHMEIER,HERMIT,LEIPZIG;allen;aller;;;Pronomen;;;;Dat;Plur;;Ind;;673.0;4242.0;;;279.0;553.0;28945.0
LEEDS,LEIPZIG;allenfalls;allenfalls;;;Adverb;;;;;;;;;;;3544.0;18.47;2781.0;;
BUCHMEIER,HERMIT,LEIPZIG;aller;aller;;;Artikel;mask.;;;Gen;Plur;;Ind;;1223.0;1887.0;;;285.0;1079.0;11704.0
B1;allerbest;Allerbest;;;Adjektiv;;https://www.dwds.de/wb/allerbest;0.0;Nom;Sing;;;;;;;;;;
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;allerdings;allerdings;;;Adverb;;https://www.dwds.de/wb/allerdings;0.0;;;;;;2606.0;754.0;180.0;372.02;192.0;1354.0;8953.0
BUCHMEIER,HERMIT;allergisch;allergisch;;;Adverb;;;;;;Pos;;;8497.0;160.0;;;;7149.0;1092.0
B1;allerschönst;allerschönst;;;Adjektiv;;https://www.dwds.de/wb/allersch%C3%B6nst;0.0;;;Pos;;;;;;;;;
A1,BUCHMEIER,BW3,HERMIT,LEIPZIG;alles;alle;;;Pronomen;neut.;https://www.dwds.de/wb/alles;0.0;Nom;Sing;;Ind;;93.0;42302.0;;;199.0;69.0;366575.0
B1,LEEDS,LEIPZIG;allgemein;allgemein;;;Adjektiv;;https://www.dwds.de/wb/allgemein;0.0;;;Pos;;;;;326.0;217.57;3110.0;;
LEEDS,LEIPZIG;Allgemeine;allgemein;;;Adjektiv;;;;Nom;Sing;Pos;;;;;2430.0;29.91;3034.0;;
HERMIT,LEIPZIG;allgemeinen;allgemein;;;Verb;;;;;;;;Inf;;;;;1808.0;9954.0;704.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Allianz;Allianz;;;Substantiv;fem.;;;Nom;Sing;;;;9649.0;136.0;3898.0;16.3;2196.0;6425.0;1256.0
BUCHMEIER,HERMIT;Allison;Allison;;;Substantiv;;;;Nom;Sing;;;;6509.0;229.0;;;;5187.0;1636.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;allmählich;allmählich;;;Adverb;;;;;;Pos;;;9472.0;139.0;2417.0;30.03;3458.0;6945.0;1129.0
B1,LEEDS,LEIPZIG;Alltag;Alltag;der;;Substantiv;mask.;https://www.dwds.de/wb/Alltag;0.0;Nom;Sing;;;;;;1892.0;39.27;2564.0;;
B1,LEEDS;alltäglich;alltäglich;;;Adjektiv;;https://www.dwds.de/wb/allt%C3%A4glich;0.0;;;Pos;;;;;3461.0;19.02;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;allzu;allzu;;;Partikel;;;;;;;;;5111.0;316.0;2080.0;35.72;2017.0;4006.0;2292.0
BUCHMEIER,HERMIT;Alpha;Alpha;;;Substantiv;;;;Nom;Sing;;;;6508.0;229.0;;;;4940.0;1747.0
B1;Alphabet;Alphabet;das;;Substantiv;neut.;https://www.dwds.de/wb/Alphabet;0.0;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT,LEIPZIG;Alptraum;Alptraum;;;Substantiv;mask.;;;Nom;Sing;;;;6278.0;240.0;;;9725.0;6521.0;1230.0
A2,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;als;als;;;Konjunktion;;https://www.dwds.de/wb/als;0.0;;;;;;71.0;59151.0;21.0;4411.53;21.0;55.0;440490.0
A1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;also;also;;;Konjunktion;;https://www.dwds.de/wb/also#1;0.0;;;;;;128.0;28108.0;97.0;741.23;226.0;87.0;276548.0
A1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;alt;alt;;älter;Adjektiv;;https://www.dwds.de/wb/alt;0.0;;;Pos;;;711.0;3956.0;136.0;510.4;975.0;599.0;25682.0
BUCHMEIER,HERMIT;Altar;Altar;;;Substantiv;mask.;;;Nom;Sing;;;;7436.0;191.0;;;;7636.0;1002.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;alte;alt;;;Adjektiv;;;;Nom;Plur;Pos;;;785.0;3343.0;1490.0;51.09;409.0;598.0;25827.0
BUCHMEIER,HERMIT,LEIPZIG;alten;alt;;;Adjektiv;;;;Nom;Plur;Pos;;;764.0;3463.0;;;309.0;620.0;24660.0
B1;Altenheim;Altenheim;das;;Substantiv;neut.;https://www.dwds.de/wb/Altenheim;0.0;Nom;Sing;;;;;;;;;;
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Alter;Alter;das;;Substantiv;neut.;https://www.dwds.de/wb/Alter;0.0;Nom;Sing;;;;756.0;3522.0;800.0;93.76;1038.0;508.0;32101.0
B1,LEEDS;alternativ;alternativ;;;Adjektiv;;https://www.dwds.de/wb/alternativ;0.0;;;Pos;;;;;2324.0;31.39;;;
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Alternative;Alternative;die;;Substantiv;fem.;https://www.dwds.de/wb/Alternative#1;0.0;Nom;Sing;;;;7297.0;197.0;1196.0;63.23;1902.0;5332.0;1582.0
B1;Altersheim;altersheim;das;;Substantiv;neut.;https://www.dwds.de/wb/Altersheim;0.0;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT,LEIPZIG;altes;alt;;;Adjektiv;;;;Nom;Sing;Pos;;;3309.0;558.0;;;6576.0;2525.0;4133.0
BUCHMEIER,HERMIT;altmodisch;altmodisch;;;Adverb;;;;;;Pos;;;8964.0;150.0;;;;8442.0;877.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;am;an;;;Präposition + Artikel;mask.;https://www.dwds.de/wb/am;0.0;Dat;Sing;;;;150.0;22978.0;46.0;1979.77;37.0;132.0;170913.0
BUCHMEIER,HERMIT;Amanda;Amanda;;;Substantiv;fem.;;;Nom;Sing;;;;3644.0;491.0;;;;1792.0;6306.0
BUCHMEIER,HERMIT;Amber;Amber;;;Substantiv;mask.;;;Nom;Sing;;;;6181.0;245.0;;;;6614.0;1210.0
BW1;Ameise;ameise;die;;Substantiv;fem.;;;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT;Amen;Amen;;;Substantiv;neut.;;;Nom;Sing;;;;3718.0;477.0;;;;2366.0;4491.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;American;American;;;Substantiv;;;;;;;;;8531.0;159.0;4018.0;15.66;7654.0;7619.0;1005.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Amerika;Amerika;;;Substantiv;neut.;;;Nom;Sing;;;;1237.0;1863.0;1461.0;51.94;1459.0;1421.0;8518.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Amerikaner;Amerikaner;;;Substantiv;mask.;;;Nom;Plur;;;;1820.0;1173.0;1947.0;38.13;1384.0;1911.0;5869.0
BUCHMEIER,HERMIT,LEIPZIG;amerikanische;amerikanisch;;;Adjektiv;;;;Nom;Sing;Pos;;;3440.0;533.0;;;991.0;3179.0;3060.0
BUCHMEIER,HERMIT,LEIPZIG;amerikanischen;amerikanisch;;;Verb;;;;;;;;Inf;3777.0;466.0;;;657.0;3452.0;2765.0
BUCHMEIER,HERMIT,LEIPZIG;amerikanischer;amerikanisch;;;Adjektiv;;;;Nom;Sing;Pos;;;7674.0;183.0;;;4008.0;7800.0;976.0
BUCHMEIER,HERMIT,LEIPZIG;Amerikas;Amerika;;;Substantiv;neut.;;;Gen;Sing;;;;6702.0;220.0;;;5219.0;6950.0;1128.0
A2,BUCHMEIER,BW1,LEIPZIG;Ampel;Ampel;die;;Substantiv;fem.;https://www.dwds.de/wb/Ampel;0.0;Nom;Sing;;;;8963.0;150.0;;;9869.0;;
BW1;Amsel;Amsel;die;;Substantiv;fem.;;;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT,LEIPZIG;Amsterdam;Amsterdam;;;Substantiv;neut.;;;Nom;Sing;;;;3538.0;514.0;;;4145.0;9094.0;794.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Amt;Amt;das;;Substantiv;neut.;https://www.dwds.de/wb/Amt;0.0;Nom;Sing;;;;5002.0;326.0;1068.0;71.05;745.0;4378.0;2060.0
BUCHMEIER,HERMIT;Amy;Amy;;;Substantiv;fem.;;;Nom;Sing;;;;3584.0;501.0;;;;2303.0;4651.0
BUCHMEIER,HERMIT;amüsant;amüsant;;;Adverb;;;;;;Pos;;;9340.0;142.0;;;;8123.0;924.0
B1,BUCHMEIER,HERMIT;amüsieren;amüsieren;;;Verb;;https://www.dwds.de/wb/am%C3%BCsieren;0.0;;Plur;;;Fin;4957.0;330.0;;;;3936.0;2351.0
BUCHMEIER,HERMIT;amüsiert;amüsiert;;;Adverb;;;;;;Pos;;;6236.0;242.0;;;;5176.0;1640.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;an;an;;;Präposition;;https://www.dwds.de/wb/an#1;0.0;;;;;;42.0;98024.0;25.0;3729.23;24.0;40.0;627600.0
BUCHMEIER,HERMIT;Ana;Ana;;;Substantiv;neut.;;;Nom;Sing;;;;7701.0;182.0;;;;7550.0;1018.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Analyse;Analyse;;;Substantiv;fem.;;;Nom;Sing;;;;7246.0;199.0;1154.0;65.48;2535.0;5422.0;1551.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;analysieren;analysieren;;;Verb;;https://www.dwds.de/wb/analysieren;0.0;;;;;Inf;9421.0;140.0;2704.0;25.98;8965.0;7849.0;967.0
BUCHMEIER,HERMIT;Anbetracht;Anbetracht;;;Substantiv;mask.;;;Nom;Sing;;;;8962.0;150.0;;;;8401.0;882.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;anbieten;anbieten;;;Verb;;https://www.dwds.de/wb/anbieten;0.0;;;;;Inf;3402.0;539.0;773.0;97.06;2436.0;2937.0;3388.0
B1,LEEDS,LEIPZIG;Anbieter;Anbieter;der;;Substantiv;mask.;https://www.dwds.de/wb/Anbieter;0.0;Nom;Plur;;;;;;1861.0;39.92;2156.0;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Anblick;Anblick;;;Substantiv;mask.;;;Nom;Sing;;;;4539.0;368.0;3825.0;16.64;7398.0;4174.0;2185.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;and;--;;;Substantiv;;;;;;;;;1372.0;1622.0;293.0;241.52;2204.0;1176.0;10618.0
BUCHMEIER,HERMIT;andauernd;andauernd;;;Adverb;;;;;;Pos;;;5489.0;285.0;;;;5449.0;1540.0
BUCHMEIER,HERMIT;Andenken;Andenken;;;Substantiv;neut.;;;Nom;Plur;;;;7271.0;198.0;;;;6772.0;1171.0
A1,LEEDS;ander;and;;;Indefinitpronomen;;https://www.dwds.de/wb/ander;0.0;;;;;;;;52.0;1733.48;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;andere;anderer;;;Pronomen;;;;Nom;Plur;;Ind;;305.0;10007.0;1997.0;37.08;179.0;274.0;65229.0
BUCHMEIER,HERMIT,LEIPZIG;anderem;anderer;;;Pronomen;neut.;;;Dat;Sing;;Ind;;3205.0;582.0;;;9395.0;2728.0;3749.0
BUCHMEIER,HERMIT,LEIPZIG;anderen;anderer;;;Pronomen;;;;Dat;Plur;;Ind;;225.0;14310.0;;;142.0;217.0;86205.0
BUCHMEIER,HERMIT,LEIPZIG;anderer;anderer;;;Pronomen;mask.;;;Nom;Sing;;Ind;;1468.0;1503.0;;;768.0;1302.0;9405.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;andererseits;andererseits;;;Adverb;;https://www.dwds.de/wb/andererseits;0.0;;;;;;8904.0;151.0;929.0;81.67;2531.0;5051.0;1700.0
BUCHMEIER,HERMIT,LEIPZIG;anderes;anderer;;;Pronomen;neut.;;;Nom;Sing;;Ind;;664.0;4324.0;;;941.0;548.0;29170.0
BUCHMEIER,HERMIT;andermal;andermal;;;Adverb;;;;;;;;;7454.0;190.0;;;;5363.0;1571.0
BUCHMEIER,HERMIT,LEIPZIG;andern;anderer;;;Verb;;;;;;;;Inf;6022.0;254.0;;;8370.0;5786.0;1432.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;anders;anders;;;Adverb;;https://www.dwds.de/wb/anders;0.0;;;;;;561.0;5299.0;401.0;181.18;525.0;487.0;33554.0
B1;anderseits;anderseits;;;Adverb;;https://www.dwds.de/wb/anderseits;0.0;;;;;;;;;;;;
BUCHMEIER,HERMIT;Anderson;Anderson;;;Substantiv;mask.;;;Nom;Sing;;;;5040.0;323.0;;;;5464.0;1536.0
BUCHMEIER,HERMIT,LEIPZIG;anderthalb;anderthalb;;;Numerale;;;;;;;;;9383.0;141.0;;;6062.0;7658.0;999.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Andrea;Andrea;;;Substantiv;fem.;;;Nom;Sing;;;;5179.0;310.0;1499.0;50.81;4704.0;5971.0;1379.0
HERMIT,LEIPZIG;Andreas;Andreas;;;Substantiv;mask.;;;Nom;Sing;;;;;;;;1553.0;9493.0;750.0
B1;andrerseits;andrerseits;;;Adverb;;https://www.dwds.de/wb/andrerseits;0.0;;;;;;;;;;;;
BUCHMEIER,HERMIT;Andrew;Andrew;;;Substantiv;mask.;;;Nom;Sing;;;;5029.0;324.0;;;;3212.0;3020.0
BUCHMEIER,HERMIT;Andy;Andy;;;Substantiv;;;;;;;;;1832.0;1162.0;;;;1982.0;5575.0
HERMIT,LEIPZIG;aneinander;aneinander;;;Adverb;;;;;;;;;;;;;9834.0;9661.0;734.0
LEEDS,LEIPZIG;anerkannt;anerkennen;;;Verb;;;;;;;;Part;;;3940.0;16.08;3542.0;;
B1,LEEDS;anerkennen;anerkennen;;;Verb;;https://www.dwds.de/wb/anerkennen;0.0;;Plur;;;Fin;;;1630.0;46.07;;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Anerkennung;Anerkennung;;;Substantiv;fem.;;;Nom;Sing;;;;7359.0;194.0;1800.0;41.42;2500.0;6696.0;1188.0
BUCHMEIER,HERMIT;Anfall;Anfall;;;Substantiv;mask.;;;Nom;Sing;;;;6591.0;225.0;;;;6757.0;1174.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;Anfang;Anfang;der;Anfänge;Substantiv;mask.;https://www.dwds.de/wb/Anfang;0.0;;Sing;;;;1048.0;2309.0;344.0;204.39;376.0;1002.0;12784.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;anfangen;anfangen;;;Verb;;https://www.dwds.de/wb/anfangen;0.0;;;;;Inf;1015.0;2378.0;1148.0;65.86;5350.0;933.0;14033.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;anfangs;anfangs;;;Adverb;;https://www.dwds.de/wb/anfangs;0.0;;;;;;9339.0;142.0;2716.0;25.8;4667.0;5634.0;1476.0
BUCHMEIER,HERMIT;anfassen;anfassen;;;Verb;;;;;;;;Inf;3358.0;548.0;;;;2686.0;3829.0
BUCHMEIER,HERMIT;anfing;Anfing;;;Substantiv;neut.;;;Nom;Sing;;;;5796.0;266.0;;;;5281.0;1601.0
LEEDS,LEIPZIG;Anfrage;Anfrage;;;Substantiv;fem.;;;Nom;Sing;;;;;;2219.0;33.05;2784.0;;
BUCHMEIER,HERMIT;Anfänger;Anfänger;;;Substantiv;mask.;;;Nom;Sing;;;;7490.0;189.0;;;;7253.0;1071.0
BUCHMEIER,HERMIT;anfängt;anfangen;;;Verb;;;;;Sing;;;Fin;4956.0;330.0;;;;5287.0;1597.0
BUCHMEIER,HERMIT;anfühlt;anfühlt;;;Verb;;;;;;;;Part;7060.0;205.0;;;;5568.0;1498.0
BUCHMEIER,HERMIT,LEIPZIG;Anführer;Anführer;;;Substantiv;mask.;;;Nom;Sing;;;;2426.0;818.0;;;9974.0;2564.0;4075.0
B1,LEEDS,LEIPZIG;Angabe;Angabe;die;;Substantiv;fem.;https://www.dwds.de/wb/Angabe;0.0;Nom;Sing;;;;;;767.0;98.08;5315.0;;
B1,HERMIT,LEEDS,LEIPZIG;angeben;angeben;;;Verb;;https://www.dwds.de/wb/angeben;0.0;;;;;Inf;;;1717.0;43.79;4369.0;9615.0;738.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;angeblich;angeblich;;;Adverb;;;;;;Pos;;;4663.0;357.0;1094.0;69.62;1452.0;2694.0;3816.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Angebot;Angebot;das;;Substantiv;neut.;https://www.dwds.de/wb/Angebot;0.0;Nom;Sing;;;;1936.0;1087.0;585.0;123.49;725.0;1511.0;7873.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;angeboten;anbieten;;;Verb;;;;;;;;Part;4568.0;366.0;4760.0;12.47;1222.0;3431.0;2790.0
BUCHMEIER,HERMIT,LEIPZIG;angebracht;anbringen;;;Adverb;;;;;;Pos;;;6634.0;223.0;;;5042.0;5760.0;1439.0
BUCHMEIER,HERMIT;angefahren;anfahren;;;Verb;;;;;;;;Part;7095.0;204.0;;;;8199.0;912.0
BUCHMEIER,HERMIT,LEIPZIG;angefangen;anfangen;;;Verb;;;;;;;;Part;1502.0;1451.0;;;5972.0;1362.0;8893.0
BUCHMEIER,HERMIT;angefasst;angefasst;;;Verb;;;;;;;;Part;6797.0;216.0;;;;5718.0;1451.0
LEEDS,LEIPZIG;angegeben;angeben;;;Verb;;;;;;;;Part;;;4940.0;11.82;2862.0;;
BUCHMEIER,HERMIT,LEIPZIG;angegriffen;angreifen;;;Verb;;;;;;;;Part;2266.0;887.0;;;4845.0;1891.0;5945.0
BUCHMEIER,HERMIT;angehalten;anhalten;;;Verb;;;;;;;;Part;6119.0;249.0;;;;5703.0;1456.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;angehen;angehen;;;Verb;;;;;;;;Inf;5231.0;306.0;1926.0;38.6;9025.0;4750.0;1849.0
BUCHMEIER,HERMIT;angeheuert;anheuern;;;Verb;;;;;;;;Part;7421.0;192.0;;;;6073.0;1351.0
BUCHMEIER,HERMIT,LEIPZIG;angeht;angehen;;;Verb;;;;;Sing;;;Fin;2754.0;702.0;;;4813.0;2186.0;4917.0
LEEDS,LEIPZIG;angehören;angehören;;;Verb;;;;;Plur;;;Fin;;;2769.0;25.23;5024.0;;
B1,LEEDS,LEIPZIG;Angehörige;angehörige;;;Substantiv;fem., mask.;https://www.dwds.de/wb/Angeh%C3%B6rige;0.0;Nom;Plur;;;;;;1828.0;40.76;4761.0;;
HERMIT,LEIPZIG;Angehörigen;angehörige;;;Substantiv;;;;Dat;Plur;;;;;;;;3733.0;9858.0;714.0
BUCHMEIER,HERMIT,LEIPZIG;angehört;angehören;;;Verb;;;;;Sing;;;Fin;8721.0;155.0;;;6540.0;7539.0;1019.0
BUCHMEIER,HERMIT,LEIPZIG;angeklagt;anklagen;;;Verb;;;;;;;;Part;7245.0;199.0;;;6221.0;4908.0;1765.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Angeklagte;angeklagter;;;Substantiv;;;;Nom;Plur;;;;8274.0;166.0;2940.0;23.32;3343.0;8145.0;920.0
BUCHMEIER,HERMIT,LEIPZIG;Angeklagten;angeklagter;;;Substantiv;;;;Nom;Plur;;;;8670.0;156.0;;;2325.0;7131.0;1096.0
BUCHMEIER,HERMIT,LEIPZIG;angekommen;ankommen;;;Verb;;;;;;;;Part;2857.0;672.0;;;6123.0;2464.0;4258.0
BUCHMEIER,HERMIT;Angel;Angel;;;Substantiv;fem.;;;Nom;Sing;;;;4255.0;401.0;;;;2703.0;3794.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Angela;Angela;;;Substantiv;fem.;;;Nom;Sing;;;;3924.0;446.0;4288.0;14.33;7860.0;3319.0;2917.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Angelegenheit;Angelegenheit;;;Substantiv;fem.;;;Nom;Sing;;;;3371.0;546.0;1816.0;40.98;3801.0;3157.0;3083.0
BUCHMEIER,HERMIT,LEIPZIG;Angelegenheiten;Angelegenheit;;;Substantiv;fem.;;;Nom;Plur;;;;5586.0;279.0;;;6878.0;4963.0;1737.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;angelegt;anlegen;;;Verb;;;;;;;;Part;9136.0;146.0;4304.0;14.23;1676.0;7122.0;1097.0
BUCHMEIER,HERMIT;Angeles;Angeles;;;Substantiv;neut.;;;Nom;Sing;;;;2546.0;776.0;;;;3185.0;3053.0
BUCHMEIER,HERMIT;angeln;angeln;;;Verb;;;;;;;;Inf;9979.0;130.0;;;;4566.0;1945.0
BUCHMEIER,HERMIT;angelogen;angelogen;;;Verb;;;;;;;;Part;3595.0;499.0;;;;3254.0;2985.0
HERMIT,LEIPZIG;angemeldet;anmelden;;;Verb;;;;;;;;Part;;;;;5011.0;9033.0;799.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;angemessen;angemessen;;;Adverb;;;;;;Pos;;;7554.0;187.0;1715.0;43.8;5507.0;6069.0;1353.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;angenehm;angenehm;;;Adjektiv;;https://www.dwds.de/wb/angenehm;0.0;;;Pos;;;4646.0;358.0;2160.0;34.32;8919.0;3375.0;2854.0
BUCHMEIER,HERMIT,LEIPZIG;angenommen;annehmen;;;Verb;;;;;;;;Part;2927.0;657.0;;;2010.0;2196.0;4897.0
BUCHMEIER,HERMIT,LEIPZIG;angeordnet;anordnen;;;Verb;;;;;;;;Part;6973.0;208.0;;;5706.0;7417.0;1043.0
BUCHMEIER,HERMIT,LEIPZIG;angerichtet;anrichten;;;Verb;;;;;;;;Part;6440.0;232.0;;;9146.0;5797.0;1429.0
BUCHMEIER,HERMIT,LEIPZIG;angerufen;anrufen;;;Verb;;;;;;;;Part;956.0;2593.0;;;9731.0;780.0;17582.0
BUCHMEIER,HERMIT;angerührt;anrühren;;;Verb;;;;;;;;Part;9382.0;141.0;;;;9127.0;790.0
BUCHMEIER,HERMIT;angeschaut;anschauen;;;Verb;;;;;;;;Part;8455.0;161.0;;;;7161.0;1089.0
BUCHMEIER,HERMIT,LEIPZIG;angeschlossen;anschließen;;;Verb;;;;;;;;Part;8132.0;170.0;;;4788.0;8542.0;863.0
BUCHMEIER,HERMIT;angeschossen;anschießen;;;Verb;;;;;;;;Part;3867.0;455.0;;;;3788.0;2464.0
BUCHMEIER,HERMIT,LEIPZIG;angesehen;ansehen;;;Verb;;;;;;;;Part;2876.0;667.0;;;3926.0;2455.0;4281.0
HERMIT,LEIPZIG;angesetzt;ansetzen;;;Verb;;;;;;;;Part;;;;;5877.0;7803.0;975.0
BUCHMEIER,HERMIT;Angesicht;Angesicht;;;Substantiv;fem.;;;Nom;Sing;;;;6572.0;226.0;;;;5851.0;1413.0
HERMIT,LEEDS,LEIPZIG;angesichts;angesichts;;;Präposition;;;;;;;;;;;896.0;83.92;918.0;4903.0;1766.0
BUCHMEIER,HERMIT;angespannt;angespannen;;;Verb;;;;;;;;Part;9549.0;138.0;;;;7782.0;978.0
BUCHMEIER,HERMIT,LEIPZIG;angesprochen;ansprechen;;;Verb;;;;;;;;Part;9978.0;130.0;;;4537.0;8481.0;871.0
BUCHMEIER,HERMIT,LEIPZIG;angestellt;anstellen;;;Verb;;;;;;;;Part;3711.0;478.0;;;9663.0;3164.0;3079.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Angestellte;angestellter;;;Substantiv;mask., fem.;https://www.dwds.de/wb/Angestellte;0.0;Nom;Plur;;;;8096.0;171.0;2623.0;27.12;3939.0;7854.0;965.0
BUCHMEIER,HERMIT,LEIPZIG;Angestellten;angestellter;;;Substantiv;;;;Nom;Plur;;;;6261.0;241.0;;;3423.0;5266.0;1605.0
BUCHMEIER,HERMIT,LEIPZIG;angetan;antun;;;Verb;;;;;;;;Part;1990.0;1053.0;;;8695.0;1649.0;7039.0
BUCHMEIER,HERMIT,LEIPZIG;angewiesen;angewiesen;;;Adverb;;;;;;Pos;;;7778.0;180.0;;;2721.0;7410.0;1043.0
HERMIT,LEIPZIG;angezeigt;anzeigen;;;Verb;;;;;;;;Part;;;;;2080.0;9530.0;746.0
